,id,event_id,down_time,up_time,action_time,activity,down_event,up_event,text_change,cursor_position,word_count
49248,015aa732,836,387299,387410,111,Input,Space,Space, ,615,102
49249,015aa732,837,387357,387466,109,Input,q,q,q,616,103
49250,015aa732,838,387523,387587,64,Input,q,q,q,617,103
49251,015aa732,839,387660,387737,77,Input,q,q,q,618,103
49252,015aa732,840,387757,387899,142,Input,Space,Space, ,619,103
49253,015aa732,841,387822,387930,108,Input,q,q,q,620,104
49254,015aa732,842,387962,388025,63,Input,q,q,q,621,104
49255,015aa732,843,388021,388098,77,Input,q,q,q,622,104
49256,015aa732,844,388187,388265,78,Input,q,q,q,623,104
49257,015aa732,845,388275,388403,128,Input,Space,Space, ,624,104
49258,015aa732,846,388372,388466,94,Input,q,q,q,625,105
49259,015aa732,847,388485,388553,68,Input,q,q,q,626,105
49260,015aa732,848,388684,388729,45,Input,q,q,q,627,105
49261,015aa732,849,388723,388825,102,Input,Space,Space, ,628,105
49262,015aa732,850,388787,388857,70,Input,q,q,q,629,106
49263,015aa732,851,388980,389074,94,Input,q,q,q,630,106
49264,015aa732,852,389110,389173,63,Input,q,q,q,631,106
49265,015aa732,853,389175,389251,76,Input,q,q,q,632,106
49266,015aa732,854,389258,389371,113,Input,Space,Space, ,633,106
49267,015aa732,855,389316,389410,94,Input,q,q,q,634,107
49268,015aa732,856,389406,389469,63,Input,q,q,q,635,107
49269,015aa732,857,389471,389611,140,Input,Space,Space, ,636,107
49270,015aa732,858,389567,389689,122,Input,q,q,q,637,108
49271,015aa732,859,389671,389740,69,Input,q,q,q,638,108
49272,015aa732,860,389755,389857,102,Input,Space,Space, ,639,108
49273,015aa732,861,389824,389922,98,Input,q,q,q,640,109
49274,015aa732,862,389949,390018,69,Input,q,q,q,641,109
49275,015aa732,863,390004,390056,52,Input,q,q,q,642,109
49276,015aa732,864,390148,390249,101,Input,q,q,q,643,109
49277,015aa732,865,390251,390369,118,Input,Space,Space, ,644,109
49278,015aa732,866,390338,390434,96,Input,q,q,q,645,110
49279,015aa732,867,390442,390513,71,Input,q,q,q,646,110
49280,015aa732,868,390602,390689,87,Input,q,q,q,647,110
49281,015aa732,869,390658,390761,103,Input,q,q,q,648,110
49282,015aa732,870,390727,390849,122,Input,Space,Space, ,649,110
49283,015aa732,871,391532,391642,110,Input,q,q,q,650,111
49284,015aa732,872,391636,391748,112,Input,q,q,q,651,111
49285,015aa732,873,391963,392035,72,Remove/Cut,Backspace,Backspace,q,650,111
49286,015aa732,874,392251,392322,71,Input,q,q,q,651,111
49287,015aa732,875,392804,392939,135,Input,q,q,q,652,111
49288,015aa732,876,392933,393074,141,Input,q,q,q,653,111
49289,015aa732,877,393003,393139,136,Input,Space,Space, ,654,111
49290,015aa732,878,393083,393138,55,Input,q,q,q,655,112
49291,015aa732,879,393251,393315,64,Input,q,q,q,656,112
49292,015aa732,880,393291,393425,134,Input,q,q,q,657,112
49293,015aa732,881,393434,393489,55,Input,q,q,q,658,112
49294,015aa732,882,393564,393641,77,Input,q,q,q,659,112
49295,015aa732,883,393595,393692,97,Input,q,q,q,660,112
49296,015aa732,884,393699,393842,143,Input,Space,Space, ,661,112
49297,015aa732,885,393837,393947,110,Input,q,q,q,662,113
49298,015aa732,886,393932,393993,61,Input,q,q,q,663,113
49299,015aa732,887,394020,394122,102,Input,q,q,q,664,113
49300,015aa732,888,394509,394605,96,Input,q,q,q,665,113
49301,015aa732,889,394739,394793,54,Remove/Cut,Backspace,Backspace,q,664,113
49302,015aa732,890,394875,394962,87,Remove/Cut,Backspace,Backspace,q,663,113
49303,015aa732,891,395100,395222,122,Input,q,q,q,664,113
49304,015aa732,892,395316,395409,93,Input,q,q,q,665,113
49305,015aa732,893,395492,395555,63,Input,q,q,q,666,113
49306,015aa732,894,395608,395674,66,Input,q,q,q,667,113
49307,015aa732,895,396044,396138,94,Input,q,q,q,668,113
49308,015aa732,896,396254,396314,60,Input,.,.,.,669,113
49309,015aa732,897,396437,396595,158,Input,Space,Space, ,670,113
49310,015aa732,898,405621,405621,0,Nonproduction,Shift,Shift,NoChange,670,113
49311,015aa732,899,405796,405865,69,Input,q,q,q,671,114
49312,015aa732,900,405960,406058,98,Input,q,q,q,672,114
49313,015aa732,901,406037,406090,53,Input,q,q,q,673,114
49314,015aa732,902,406181,406266,85,Input,q,q,q,674,114
49315,015aa732,903,406239,406315,76,Input,Space,Space, ,675,114
49316,015aa732,904,406653,406751,98,Remove/Cut,Backspace,Backspace, ,674,114
49317,015aa732,905,406750,406842,92,Input,q,q,q,675,114
49318,015aa732,906,406903,406970,67,Input,q,q,q,676,114
49319,015aa732,907,407037,407178,141,Input,q,q,q,677,114
49320,015aa732,908,407174,407290,116,Input,q,q,q,678,114
49321,015aa732,909,407412,407490,78,Remove/Cut,Backspace,Backspace,q,677,114
49322,015aa732,910,407560,407634,74,Remove/Cut,Backspace,Backspace,q,676,114
49323,015aa732,911,407708,407770,62,Remove/Cut,Backspace,Backspace,q,675,114
49324,015aa732,912,407837,407930,93,Remove/Cut,Backspace,Backspace,q,674,114
49325,015aa732,913,407892,408004,112,Input,Space,Space, ,675,114
49326,015aa732,914,407940,408026,86,Input,q,q,q,676,115
49327,015aa732,915,408101,408161,60,Input,q,q,q,677,115
49328,015aa732,916,408222,408323,101,Input,q,q,q,678,115
49329,015aa732,917,408358,408458,100,Input,q,q,q,679,115
49330,015aa732,918,408444,408618,174,Input,q,q,q,680,115
49331,015aa732,919,408636,408795,159,Input,Space,Space, ,681,115
49332,015aa732,920,408732,408853,121,Input,q,q,q,682,116
49333,015aa732,921,408844,408914,70,Input,q,q,q,683,116
49334,015aa732,922,409021,409089,68,Input,q,q,q,684,116
49335,015aa732,923,409085,409227,142,Input,Space,Space, ,685,116
49336,015aa732,924,409189,409331,142,Input,q,q,q,686,117
49337,015aa732,925,409297,409457,160,Input,q,q,q,687,117
49338,015aa732,926,409381,409459,78,Input,q,q,q,688,117
49339,015aa732,927,409572,409723,151,Input,Space,Space, ,689,117
49340,015aa732,928,410197,410272,75,Remove/Cut,Backspace,Backspace, ,688,117
49341,015aa732,929,410372,410419,47,Remove/Cut,Backspace,Backspace,q,687,117
49342,015aa732,930,411112,411163,51,Input,q,q,q,688,117
49343,015aa732,931,411316,411468,152,Input,Space,Space, ,689,117
49344,015aa732,932,413125,413226,101,Input,q,q,q,690,118
49345,015aa732,933,413423,413523,100,Input,q,q,q,691,118
49346,015aa732,934,413588,413682,94,Input,q,q,q,692,118
49347,015aa732,935,413708,413794,86,Input,q,q,q,693,118
49348,015aa732,936,413884,413979,95,Input,q,q,q,694,118
49349,015aa732,937,413989,414131,142,Input,Space,Space, ,695,118
49350,015aa732,938,414109,414195,86,Input,q,q,q,696,119
49351,015aa732,939,414245,414312,67,Input,q,q,q,697,119
49352,015aa732,940,414332,414456,124,Input,q,q,q,698,119
49353,015aa732,941,414503,414570,67,Input,q,q,q,699,119
49354,015aa732,942,414565,414731,166,Input,q,q,q,700,119
49355,015aa732,943,414717,414856,139,Input,Space,Space, ,701,119
49356,015aa732,944,415372,415466,94,Input,q,q,q,702,120
49357,015aa732,945,415540,415626,86,Input,q,q,q,703,120
49358,015aa732,946,415750,415842,92,Input,q,q,q,704,120
49359,015aa732,947,415941,416026,85,Input,q,q,q,705,120
49360,015aa732,948,416012,416132,120,Input,Space,Space, ,706,120
49361,015aa732,949,416117,416227,110,Input,q,q,q,707,121
49362,015aa732,950,416207,416302,95,Input,q,q,q,708,121
49363,015aa732,951,416429,416482,53,Input,q,q,q,709,121
49364,015aa732,952,416573,416658,85,Input,q,q,q,710,121
49365,015aa732,953,418094,418252,158,Input,Space,Space, ,711,121
49366,015aa732,954,418382,418458,76,Input,q,q,q,712,122
49367,015aa732,955,418457,418507,50,Input,q,q,q,713,122
49368,015aa732,956,418580,418690,110,Input,q,q,q,714,122
49369,015aa732,957,418688,418739,51,Input,q,q,q,715,122
49370,015aa732,958,418716,418843,127,Input,Space,Space, ,716,122
49371,015aa732,959,418796,418882,86,Input,q,q,q,717,123
49372,015aa732,960,418892,418962,70,Input,q,q,q,718,123
49373,015aa732,961,419102,419131,29,Input,q,q,q,719,123
49374,015aa732,962,419139,419253,114,Input,Space,Space, ,720,123
49375,015aa732,963,419221,419282,61,Input,q,q,q,721,124
49376,015aa732,964,419364,419434,70,Input,q,q,q,722,124
49377,015aa732,965,419397,419482,85,Input,Space,Space, ,723,124
49378,015aa732,966,419461,419557,96,Input,q,q,q,724,125
49379,015aa732,967,419629,419714,85,Input,q,q,q,725,125
49380,015aa732,968,419797,419924,127,Input,q,q,q,726,125
49381,015aa732,969,419894,419979,85,Input,q,q,q,727,125
49382,015aa732,970,419957,420020,63,Input,q,q,q,728,125
49383,015aa732,971,420158,420204,46,Input,.,.,.,729,125
49384,015aa732,972,420462,420612,150,Input,Space,Space, ,730,125
49385,015aa732,973,424674,424674,0,Nonproduction,Shift,Shift,NoChange,730,125
49386,015aa732,974,425222,425311,89,Input,q,q,q,731,126
49387,015aa732,975,425412,425491,79,Input,q,q,q,732,126
49388,015aa732,976,425516,425674,158,Input,Space,Space, ,733,126
49389,015aa732,977,425661,425739,78,Input,q,q,q,734,127
49390,015aa732,978,425797,425922,125,Input,q,q,q,735,127
49391,015aa732,979,425901,425979,78,Input,q,q,q,736,127
49392,015aa732,980,426085,426219,134,Input,Space,Space, ,737,127
49393,015aa732,981,426927,427053,126,Input,q,q,q,738,128
49394,015aa732,982,427108,427180,72,Input,q,q,q,739,128
49395,015aa732,983,427253,427379,126,Input,q,q,q,740,128
49396,015aa732,984,427416,427476,60,Input,q,q,q,741,128
49397,015aa732,985,429245,429332,87,Remove/Cut,Backspace,Backspace,q,740,128
49398,015aa732,986,429445,429508,63,Remove/Cut,Backspace,Backspace,q,739,128
49399,015aa732,987,429657,429739,82,Remove/Cut,Backspace,Backspace,q,738,128
49400,015aa732,988,429877,429946,69,Remove/Cut,Backspace,Backspace,q,737,127
49401,015aa732,989,430221,430283,62,Input,q,q,q,738,128
49402,015aa732,990,430292,430420,128,Input,q,q,q,739,128
49403,015aa732,991,430436,430571,135,Input,Space,Space, ,740,128
49404,015aa732,992,430541,430658,117,Input,q,q,q,741,129
49405,015aa732,993,430656,430722,66,Input,q,q,q,742,129
49406,015aa732,994,430733,430835,102,Input,q,q,q,743,129
49407,015aa732,995,430925,431060,135,Input,q,q,q,744,129
49408,015aa732,996,431103,431164,61,Input,q,q,q,745,129
49409,015aa732,997,431253,431339,86,Input,q,q,q,746,129
49410,015aa732,998,431302,431422,120,Input,q,q,q,747,129
49411,015aa732,999,431455,431540,85,Input,q,q,q,748,129
49412,015aa732,1000,431641,431764,123,Input,q,q,q,749,129
49413,015aa732,1001,431781,431836,55,Input,q,q,q,750,129
49414,015aa732,1002,431916,431996,80,Input,q,q,q,751,129
49415,015aa732,1003,431974,432104,130,Input,q,q,q,752,129
49416,015aa732,1004,432062,432203,141,Input,Space,Space, ,753,129
49417,015aa732,1005,432493,432595,102,Input,q,q,q,754,130
49418,015aa732,1006,432613,432676,63,Input,q,q,q,755,130
49419,015aa732,1007,433206,433348,142,Input,Space,Space, ,756,130
49420,015aa732,1008,437271,437332,61,Input,q,q,q,757,131
49421,015aa732,1009,437342,437476,134,Input,q,q,q,758,131
49422,015aa732,1010,437444,437517,73,Input,q,q,q,759,131
49423,015aa732,1011,437511,437597,86,Input,q,q,q,760,131
49424,015aa732,1012,437581,437702,121,Input,Space,Space, ,761,131
49425,015aa732,1013,437675,437804,129,Input,q,q,q,762,132
49426,015aa732,1014,437773,437891,118,Input,Space,Space, ,763,132
49427,015aa732,1015,437807,437867,60,Input,q,q,q,764,133
49428,015aa732,1016,437954,438019,65,Input,q,q,q,765,133
49429,015aa732,1017,438110,438179,69,Input,q,q,q,766,133
49430,015aa732,1018,438154,438258,104,Input,q,q,q,767,133
49431,015aa732,1019,438237,438371,134,Input,Space,Space, ,768,133
49432,015aa732,1020,438358,438479,121,Input,q,q,q,769,134
49433,015aa732,1021,438494,438635,141,Input,q,q,q,770,134
49434,015aa732,1022,438582,438680,98,Input,q,q,q,771,134
49435,015aa732,1023,438679,438739,60,Input,q,q,q,772,134
49436,015aa732,1024,438821,438956,135,Input,Space,Space, ,773,134
49437,015aa732,1025,439030,439116,86,Input,q,q,q,774,135
49438,015aa732,1026,439261,439332,71,Remove/Cut,Backspace,Backspace,q,773,134
49439,015aa732,1027,439366,439459,93,Input,q,q,q,774,135
49440,015aa732,1028,439405,439492,87,Input,q,q,q,775,135
49441,015aa732,1029,439567,439691,124,Input,q,q,q,776,135
49442,015aa732,1030,439661,439707,46,Input,q,q,q,777,135
49443,015aa732,1031,439862,439931,69,Input,",",",",",",778,135
49444,015aa732,1032,439955,440108,153,Input,Space,Space, ,779,135
49445,015aa732,1033,440039,440092,53,Input,q,q,q,780,136
49446,015aa732,1034,440181,440235,54,Input,q,q,q,781,136
49447,015aa732,1035,440477,440515,38,Remove/Cut,Backspace,Backspace,q,780,136
49448,015aa732,1036,440589,440690,101,Remove/Cut,Backspace,Backspace,q,779,135
49449,015aa732,1037,440773,440859,86,Input,q,q,q,780,136
49450,015aa732,1038,441078,441140,62,Input,q,q,q,781,136
49451,015aa732,1039,441150,441235,85,Input,q,q,q,782,136
49452,015aa732,1040,441342,441492,150,Input,Space,Space, ,783,136
49453,015aa732,1041,444222,444324,102,Input,q,q,q,784,137
49454,015aa732,1042,444416,444454,38,Input,q,q,q,785,137
49455,015aa732,1043,444551,444668,117,Input,q,q,q,786,137
49456,015aa732,1044,444646,444701,55,Input,q,q,q,787,137
49457,015aa732,1045,444685,444782,97,Input,Space,Space, ,788,137
49458,015aa732,1046,444744,444830,86,Input,q,q,q,789,138
49459,015aa732,1047,444904,444966,62,Input,q,q,q,790,138
49460,015aa732,1048,445065,445141,76,Input,q,q,q,791,138
49461,015aa732,1049,445234,445310,76,Input,q,q,q,792,138
49462,015aa732,1050,445287,445429,142,Input,Space,Space, ,793,138
49463,015aa732,1051,445399,445482,83,Input,q,q,q,794,139
49464,015aa732,1052,445552,445661,109,Input,q,q,q,795,139
49465,015aa732,1053,445728,445798,70,Input,',',',796,139
49466,015aa732,1054,445824,445911,87,Input,q,q,q,797,139
49467,015aa732,1055,445914,446045,131,Input,Space,Space, ,798,139
49468,015aa732,1056,446016,446143,127,Input,q,q,q,799,140
49469,015aa732,1057,446128,446193,65,Input,q,q,q,800,140
49470,015aa732,1058,446168,446302,134,Input,Space,Space, ,801,140
49471,015aa732,1059,446256,446349,93,Input,q,q,q,802,141
49472,015aa732,1060,446409,446534,125,Input,q,q,q,803,141
49473,015aa732,1061,446561,446650,89,Input,q,q,q,804,141
49474,015aa732,1062,446656,446796,140,Input,Space,Space, ,805,141
49475,015aa732,1063,446777,446822,45,Input,q,q,q,806,142
49476,015aa732,1064,446930,447069,139,Input,q,q,q,807,142
49477,015aa732,1065,447065,447135,70,Input,q,q,q,808,142
49478,015aa732,1066,447432,447498,66,Remove/Cut,Backspace,Backspace,q,807,142
49479,015aa732,1067,447578,447647,69,Remove/Cut,Backspace,Backspace,q,806,142
49480,015aa732,1068,447711,447813,102,Remove/Cut,Backspace,Backspace,q,805,141
49481,015aa732,1069,447776,447869,93,Input,q,q,q,806,142
49482,015aa732,1070,447850,447967,117,Input,q,q,q,807,142
49483,015aa732,1071,447961,448127,166,Input,q,q,q,808,142
49484,015aa732,1072,448027,448094,67,Input,q,q,q,809,142
49485,015aa732,1073,448264,448414,150,Input,Space,Space, ,810,142
49486,015aa732,1074,449224,449301,77,Input,q,q,q,811,143
49487,015aa732,1075,449368,449438,70,Input,q,q,q,812,143
49488,015aa732,1076,449540,449615,75,Input,q,q,q,813,143
49489,015aa732,1077,449704,449797,93,Input,q,q,q,814,143
49490,015aa732,1078,449784,449911,127,Input,Space,Space, ,815,143
49491,015aa732,1079,449881,449957,76,Input,q,q,q,816,144
49492,015aa732,1080,449918,449998,80,Input,q,q,q,817,144
49493,015aa732,1081,450088,450150,62,Input,q,q,q,818,144
49494,015aa732,1082,450345,450367,22,Input,',',',819,144
49495,015aa732,1083,450514,450537,23,Input,q,q,q,820,144
49496,015aa732,1084,450614,450678,64,Input,q,q,q,821,144
49497,015aa732,1085,450745,450870,125,Input,Space,Space, ,822,144
49498,015aa732,1086,450858,450935,77,Input,q,q,q,823,145
49499,015aa732,1087,450968,451048,80,Input,q,q,q,824,145
49500,015aa732,1088,451065,451128,63,Input,q,q,q,825,145
49501,015aa732,1089,451145,451238,93,Input,q,q,q,826,145
49502,015aa732,1090,451305,451424,119,Input,q,q,q,827,145
49503,015aa732,1091,451426,451593,167,Input,Space,Space, ,828,145
49504,015aa732,1092,452114,452216,102,Input,q,q,q,829,146
49505,015aa732,1093,452298,452382,84,Input,q,q,q,830,146
49506,015aa732,1094,452395,452540,145,Input,q,q,q,831,146
49507,015aa732,1095,452515,452605,90,Input,q,q,q,832,146
49508,015aa732,1096,452615,452682,67,Input,q,q,q,833,146
49509,015aa732,1097,452705,452838,133,Input,Space,Space, ,834,146
49510,015aa732,1098,452800,452870,70,Input,q,q,q,835,147
49511,015aa732,1099,452880,452974,94,Input,q,q,q,836,147
49512,015aa732,1100,453097,453149,52,Input,.,.,.,837,147
49513,015aa732,1101,453288,453438,150,Input,Space,Space, ,838,147
49514,015aa732,1102,453384,453384,0,Nonproduction,Shift,Shift,NoChange,838,147
49515,015aa732,1103,453447,453494,47,Input,q,q,q,839,148
49516,015aa732,1104,453577,453663,86,Input,q,q,q,840,148
49517,015aa732,1105,453658,453783,125,Input,q,q,q,841,148
49518,015aa732,1106,453748,453815,67,Input,q,q,q,842,148
49519,015aa732,1107,453832,453947,115,Input,Space,Space, ,843,148
49520,015aa732,1108,453961,454031,70,Input,q,q,q,844,149
49521,015aa732,1109,453992,454096,104,Input,q,q,q,845,149
49522,015aa732,1110,454089,454207,118,Input,Space,Space, ,846,149
49523,015aa732,1111,454170,454271,101,Input,q,q,q,847,150
49524,015aa732,1112,454225,454287,62,Input,q,q,q,848,150
49525,015aa732,1113,454369,454449,80,Input,q,q,q,849,150
49526,015aa732,1114,454557,454663,106,Input,Space,Space, ,850,150
49527,015aa732,1115,454672,454717,45,Input,q,q,q,851,151
49528,015aa732,1116,454714,454783,69,Input,q,q,q,852,151
49529,015aa732,1117,454848,454958,110,Input,q,q,q,853,151
49530,015aa732,1118,454920,454999,79,Input,q,q,q,854,151
49531,015aa732,1119,455072,455147,75,Input,q,q,q,855,151
49532,015aa732,1120,455111,455192,81,Input,q,q,q,856,151
49533,015aa732,1121,455200,455334,134,Input,Space,Space, ,857,151
49534,015aa732,1122,455352,455469,117,Input,q,q,q,858,152
49535,015aa732,1123,455558,455582,24,Input,q,q,q,859,152
49536,015aa732,1124,455624,455783,159,Input,q,q,q,860,152
49537,015aa732,1125,455905,455950,45,Input,q,q,q,861,152
49538,015aa732,1126,456025,456096,71,Input,q,q,q,862,152
49539,015aa732,1127,456114,456231,117,Input,q,q,q,863,152
49540,015aa732,1128,456194,456295,101,Input,q,q,q,864,152
49541,015aa732,1129,456322,456374,52,Input,",",",",",",865,152
49542,015aa732,1130,456985,457102,117,Input,Space,Space, ,866,152
49543,015aa732,1131,457077,457206,129,Input,q,q,q,867,153
49544,015aa732,1132,457201,457229,28,Input,q,q,q,868,153
49545,015aa732,1133,457352,457422,70,Input,q,q,q,869,153
49546,015aa732,1134,457359,457447,88,Input,q,q,q,870,153
49547,015aa732,1135,457547,457614,67,Input,q,q,q,871,153
49548,015aa732,1136,457624,457782,158,Input,Space,Space, ,872,153
49549,015aa732,1137,457800,457896,96,Input,q,q,q,873,154
49550,015aa732,1138,457952,458078,126,Input,q,q,q,874,154
49551,015aa732,1139,458023,458171,148,Input,q,q,q,875,154
49552,015aa732,1140,458170,458242,72,Input,q,q,q,876,154
49553,015aa732,1141,458314,458431,117,Input,Space,Space, ,877,154
49554,015aa732,1142,458378,458479,101,Input,q,q,q,878,155
49555,015aa732,1143,458465,458560,95,Input,q,q,q,879,155
49556,015aa732,1144,458589,458661,72,Input,q,q,q,880,155
49557,015aa732,1145,458657,458727,70,Input,q,q,q,881,155
49558,015aa732,1146,458738,458839,101,Input,q,q,q,882,155
49559,015aa732,1147,458928,458991,63,Input,",",",",",",883,155
49560,015aa732,1148,459018,459146,128,Input,Space,Space, ,884,155
49561,015aa732,1149,459106,459175,69,Input,q,q,q,885,156
49562,015aa732,1150,459169,459271,102,Input,q,q,q,886,156
49563,015aa732,1151,459265,459398,133,Input,Space,Space, ,887,156
49564,015aa732,1152,459378,459479,101,Input,q,q,q,888,157
49565,015aa732,1153,459529,459670,141,Input,q,q,q,889,157
49566,015aa732,1154,459625,459749,124,Input,q,q,q,890,157
49567,015aa732,1155,459736,459798,62,Input,q,q,q,891,157
49568,015aa732,1156,459905,460039,134,Input,Space,Space, ,892,157
49569,015aa732,1157,461010,461079,69,Input,q,q,q,893,158
49570,015aa732,1158,461056,461151,95,Input,q,q,q,894,158
49571,015aa732,1159,461217,461319,102,Input,q,q,q,895,158
49572,015aa732,1160,461286,461343,57,Input,q,q,q,896,158
49573,015aa732,1161,461417,461511,94,Input,q,q,q,897,158
49574,015aa732,1162,461473,461551,78,Input,q,q,q,898,158
49575,015aa732,1163,461609,461728,119,Input,Space,Space, ,899,158
49576,015aa732,1164,464611,464699,88,Input,q,q,q,900,159
49577,015aa732,1165,464715,464855,140,Input,Space,Space, ,901,159
49578,015aa732,1166,464801,464898,97,Input,q,q,q,902,160
49579,015aa732,1167,464873,464983,110,Input,q,q,q,903,160
49580,015aa732,1168,464994,465040,46,Input,q,q,q,904,160
49581,015aa732,1169,465034,465152,118,Input,q,q,q,905,160
49582,015aa732,1170,465121,465230,109,Input,q,q,q,906,160
49583,015aa732,1171,465200,465327,127,Input,Space,Space, ,907,160
49584,015aa732,1172,465299,465366,67,Input,q,q,q,908,161
49585,015aa732,1173,465353,465463,110,Input,q,q,q,909,161
49586,015aa732,1174,465425,465559,134,Input,Space,Space, ,910,161
49587,015aa732,1175,465554,465649,95,Input,q,q,q,911,162
49588,015aa732,1176,465624,465759,135,Input,q,q,q,912,162
49589,015aa732,1177,465737,465831,94,Input,q,q,q,913,162
49590,015aa732,1178,466194,466296,102,Remove/Cut,Backspace,Backspace,q,912,162
49591,015aa732,1179,466354,466440,86,Input,q,q,q,913,162
49592,015aa732,1180,466522,466623,101,Input,q,q,q,914,162
49593,015aa732,1181,466749,466856,107,Input,q,q,q,915,162
49594,015aa732,1182,466913,467007,94,Input,q,q,q,916,162
49595,015aa732,1183,467099,467168,69,Input,q,q,q,917,162
49596,015aa732,1184,467240,467374,134,Input,q,q,q,918,162
49597,015aa732,1185,467368,467440,72,Input,q,q,q,919,162
49598,015aa732,1186,467504,467566,62,Input,q,q,q,920,162
49599,015aa732,1187,467669,467746,77,Input,q,q,q,921,162
49600,015aa732,1188,467753,467897,144,Input,Space,Space, ,922,162
49601,015aa732,1189,467857,467935,78,Input,q,q,q,923,163
49602,015aa732,1190,467913,468031,118,Input,q,q,q,924,163
49603,015aa732,1191,468009,468158,149,Input,Space,Space, ,925,163
49604,015aa732,1192,468177,468246,69,Input,q,q,q,926,164
49605,015aa732,1193,468386,468504,118,Input,q,q,q,927,164
49606,015aa732,1194,468522,468599,77,Input,q,q,q,928,164
49607,015aa732,1195,468592,468736,144,Input,q,q,q,929,164
49608,015aa732,1196,468748,468799,51,Input,q,q,q,930,164
49609,015aa732,1197,468873,468953,80,Input,q,q,q,931,164
49610,015aa732,1198,468914,468992,78,Input,q,q,q,932,164
49611,015aa732,1199,469011,469151,140,Input,Space,Space, ,933,164
49612,015aa732,1200,469124,469255,131,Input,q,q,q,934,165
49613,015aa732,1201,469200,469335,135,Input,q,q,q,935,165
49614,015aa732,1202,469306,469448,142,Input,Space,Space, ,936,165
49615,015aa732,1203,469467,469563,96,Input,q,q,q,937,166
49616,015aa732,1204,469922,470000,78,Remove/Cut,Backspace,Backspace,q,936,165
49617,015aa732,1205,470105,470166,61,Input,q,q,q,937,166
49618,015aa732,1206,470257,470318,61,Input,q,q,q,938,166
49619,015aa732,1207,470417,470479,62,Input,q,q,q,939,166
49620,015aa732,1208,470561,470654,93,Input,q,q,q,940,166
49621,015aa732,1209,470627,470704,77,Input,q,q,q,941,166
49622,015aa732,1210,470785,470831,46,Input,q,q,q,942,166
49623,015aa732,1211,470906,470998,92,Input,q,q,q,943,166
49624,015aa732,1212,470985,471064,79,Input,q,q,q,944,166
49625,015aa732,1213,471104,471195,91,Input,q,q,q,945,166
49626,015aa732,1214,471234,471279,45,Input,.,.,.,946,166
49627,015aa732,1215,475554,475590,36,Input,Enter,Enter,"
",947,166
49628,015aa732,1216,475706,475768,62,Input,Enter,Enter,"
",948,166
49629,015aa732,1217,476473,476473,0,Nonproduction,Shift,Shift,NoChange,948,166
49630,015aa732,1218,476585,476654,69,Input,q,q,q,949,166
49631,015aa732,1219,476745,476814,69,Input,q,q,q,950,166
49632,015aa732,1220,476786,476931,145,Input,Space,Space, ,951,166
49633,015aa732,1221,476874,476964,90,Input,q,q,q,952,167
49634,015aa732,1222,476937,477018,81,Input,q,q,q,953,167
49635,015aa732,1223,477257,477335,78,Input,q,q,q,954,167
49636,015aa732,1224,477401,477497,96,Input,q,q,q,955,167
49637,015aa732,1225,477473,477535,62,Input,q,q,q,956,167
49638,015aa732,1226,477610,477703,93,Input,q,q,q,957,167
49639,015aa732,1227,477665,477736,71,Input,q,q,q,958,167
49640,015aa732,1228,477747,477841,94,Input,Space,Space, ,959,167
49641,015aa732,1229,477818,477880,62,Input,q,q,q,960,168
49642,015aa732,1230,477930,477998,68,Input,q,q,q,961,168
49643,015aa732,1231,478217,478320,103,Input,q,q,q,962,168
49644,015aa732,1232,478362,478488,126,Input,q,q,q,963,168
49645,015aa732,1233,478451,478552,101,Input,q,q,q,964,168
49646,015aa732,1234,478530,478664,134,Input,Space,Space, ,965,168
49647,015aa732,1235,478654,478743,89,Input,q,q,q,966,169
49648,015aa732,1236,478746,478799,53,Input,q,q,q,967,169
49649,015aa732,1237,478814,478903,89,Input,q,q,q,968,169
49650,015aa732,1238,478930,478999,69,Input,q,q,q,969,169
49651,015aa732,1239,479002,479080,78,Input,q,q,q,970,169
49652,015aa732,1240,479049,479182,133,Input,Space,Space, ,971,169
49653,015aa732,1241,479138,479241,103,Input,q,q,q,972,170
49654,015aa732,1242,479265,479327,62,Input,q,q,q,973,170
49655,015aa732,1243,479305,479384,79,Input,q,q,q,974,170
49656,015aa732,1244,479354,479487,133,Input,Space,Space, ,975,170
49657,015aa732,1245,479460,479546,86,Input,q,q,q,976,171
49658,015aa732,1246,479506,479559,53,Input,q,q,q,977,171
49659,015aa732,1247,479641,479743,102,Input,q,q,q,978,171
49660,015aa732,1248,479675,479746,71,Input,q,q,q,979,171
49661,015aa732,1249,479865,479979,114,Input,q,q,q,980,171
49662,015aa732,1250,480010,480080,70,Input,q,q,q,981,171
49663,015aa732,1251,480338,480417,79,Remove/Cut,Backspace,Backspace,q,980,171
49664,015aa732,1252,480490,480596,106,Remove/Cut,Backspace,Backspace,q,979,171
49665,015aa732,1253,480562,480671,109,Input,q,q,q,980,171
49666,015aa732,1254,480618,480717,99,Input,q,q,q,981,171
49667,015aa732,1255,480749,480792,43,Input,q,q,q,982,171
49668,015aa732,1256,480826,480935,109,Input,q,q,q,983,171
49669,015aa732,1257,480964,481023,59,Input,",",",",",",984,171
49670,015aa732,1258,481017,481135,118,Input,Space,Space, ,985,171
49671,015aa732,1259,481106,481199,93,Input,q,q,q,986,172
49672,015aa732,1260,481177,481241,64,Input,q,q,q,987,172
49673,015aa732,1261,481338,481408,70,Input,q,q,q,988,172
